order_id,date_commande,pays,ville,canal_vente,segment_client,categorie_produit,produit,quantite,prix_unitaire_fcfa,remise_pourcentage,chiffre_affaires_fcfa,cout_fcfa,profit_fcfa,methode_paiement,campagne_marketing,satisfaction_client
CMD-103015,2025-07-12,Gabon,Franceville,Facebook,Particulier,Téléphones,Tecno Spark 20,3,91018,0,273054,163958,109096,Mobile Money,Black Friday,3.8
CMD-103016,2023-12-06,Congo,Brazzaville,Revendeur,Particulier,Téléphones,Samsung Galaxy A15,7,96598,0,676186,504365,171821,Carte bancaire,Promo WhatsApp,4.1
CMD-103017,2025-06-05,RDC,Kinshasa,Instagram,Grande entreprise,Téléphones,Samsung Galaxy A15,7,96090,0,672630,390457,282173,Virement bancaire,Soldes Ramadan,5.0
CMD-103018,2024-06-09,Cameroun,Douala,Instagram,PME,Électroménager,Télévision Hisense 43,2,226152,10,407074,267522,139552,Carte bancaire,Campagne Facebook Ads,4.5
CMD-103019,2024-11-23,Congo,Brazzaville,Boutique physique,PME,Électroménager,Réfrigérateur LG,10,438204,0,4382040,2981971,1400069,Mobile Money,Fête de fin d'année,3.4
CMD-103020,2025-07-05,Guinée équatoriale,Malabo,Facebook,Particulier,Téléphones,iPhone 13,13,477653,15,5278066,3391335,1886731,Espèces,Aucune campagne,3.6
CMD-103021,2025-10-13,Gabon,Libreville,Instagram,PME,Alimentation,Boisson gazeuse,7,3962,5,26348,14934,11414,Virement bancaire,Promo rentrée,4.0
CMD-103022,2024-08-25,RCA,Bangui,Facebook,Grande entreprise,Alimentation,Huile 5L,1,10094,5,9590,5980,3610,Carte bancaire,Fête de fin d'année,4.7
CMD-103023,2025-06-25,Gabon,Franceville,Revendeur,Particulier,Téléphones,Samsung Galaxy A15,8,106940,5,812744,483655,329089,Carte bancaire,Aucune campagne,3.5
CMD-103024,2023-11-19,Congo,Pointe-Noire,WhatsApp Business,PME,Alimentation,Huile 5L,3,8575,0,25725,14773,10952,Mobile Money,Promo WhatsApp,3.1
CMD-103025,2023-03-02,Cameroun,Bafoussam,Boutique physique,PME,Alimentation,Riz 25kg,2,26914,10,48446,27162,21284,Espèces,Promo rentrée,3.4
CMD-103026,2025-03-15,Congo,Nkayi,Facebook,PME,Informatique,Clé USB 64GB,13,8274,0,107562,72544,35018,Virement bancaire,Aucune campagne,3.5
CMD-103027,2025-07-06,Tchad,Moundou,Site web,Particulier,Électroménager,Réfrigérateur LG,3,471894,0,1415682,1095672,320010,Espèces,Soldes Ramadan,4.5
CMD-103028,2023-05-08,Gabon,Franceville,Boutique physique,PME,Téléphones,Tecno Spark 20,9,97381,10,788787,459489,329298,Espèces,Soldes Ramadan,4.8
CMD-103029,2024-11-23,RDC,Matadi,Site web,PME,Mode,Montre connectée,8,48193,0,385544,272890,112654,Mobile Money,Promo rentrée,3.3
CMD-103030,2023-06-03,RDC,Kinshasa,Instagram,PME,Alimentation,Huile 5L,13,8774,5,108359,68562,39797,Mobile Money,Black Friday,4.9
CMD-103031,2024-09-17,Cameroun,Yaoundé,WhatsApp Business,PME,Alimentation,Riz 25kg,5,25823,0,129115,104384,24731,Virement bancaire,Soldes Ramadan,3.9
CMD-103032,2024-01-09,Cameroun,Garoua,Site web,Grande entreprise,Électroménager,Mixeur Moulinex,1,36901,0,36901,26633,10268,Virement bancaire,Campagne Facebook Ads,4.1
CMD-103033,2024-01-25,Cameroun,Garoua,Revendeur,PME,Alimentation,Lait en poudre,3,7440,0,22320,16008,6312,Virement bancaire,Soldes Ramadan,3.4
CMD-103034,2025-10-27,RCA,Bangui,Instagram,Particulier,Électroménager,Télévision Hisense 43,1,258421,10,232579,143157,89422,Espèces,Campagne Facebook Ads,3.8
CMD-103035,2026-02-15,RDC,Goma,Revendeur,PME,Alimentation,Boisson gazeuse,5,3268,5,15523,9579,5944,Espèces,Black Friday,3.5
CMD-103036,2025-04-09,RCA,Bangui,WhatsApp Business,PME,Alimentation,Riz 25kg,9,25998,5,222283,161957,60326,Carte bancaire,Fête de fin d'année,3.3
CMD-103037,2023-04-26,Guinée équatoriale,Malabo,Instagram,PME,Électroménager,Télévision Hisense 43,15,207170,5,2952173,2126472,825701,Carte bancaire,Black Friday,4.7
CMD-103038,2024-02-06,Gabon,Libreville,Revendeur,PME,Téléphones,iPhone 13,12,582078,0,6984936,4547806,2437130,Carte bancaire,Campagne Facebook Ads,3.5
CMD-103039,2024-03-20,RDC,Lubumbashi,Instagram,Particulier,Mode,Sac à main,13,35749,10,418264,277430,140834,Espèces,Fête de fin d'année,3.4
CMD-103040,2024-02-21,Gabon,Port-Gentil,Facebook,Particulier,Informatique,HP EliteBook,12,428237,15,4368018,3514899,853119,Mobile Money,Promo rentrée,3.5
CMD-103041,2024-11-11,Congo,Nkayi,Facebook,Particulier,Informatique,Imprimante Canon,15,125275,0,1879125,1536634,342491,Mobile Money,Soldes Ramadan,4.0
CMD-103042,2025-11-01,Tchad,Sarh,Facebook,Particulier,Informatique,Dell Latitude,14,443673,0,6211422,4051168,2160254,Carte bancaire,Aucune campagne,3.2
CMD-103043,2024-05-30,Congo,Pointe-Noire,Facebook,Particulier,Mode,Chemise homme,13,18410,10,215397,128566,86831,Virement bancaire,Black Friday,4.3
CMD-103044,2025-10-12,Gabon,Port-Gentil,Revendeur,Grande entreprise,Électroménager,Télévision Hisense 43,4,244479,10,880125,631002,249123,Mobile Money,Fête de fin d'année,3.7
CMD-103045,2023-06-04,Cameroun,Douala,WhatsApp Business,PME,Téléphones,Redmi Note 13,6,154333,0,925998,601452,324546,Virement bancaire,Aucune campagne,4.6
CMD-103046,2024-10-26,Cameroun,Yaoundé,Boutique physique,Particulier,Téléphones,iPhone 13,8,573659,10,4130345,2462963,1667382,Mobile Money,Black Friday,4.5
CMD-103047,2025-02-25,Gabon,Port-Gentil,Facebook,Particulier,Informatique,Dell Latitude,12,428232,15,4367967,3204994,1162973,Mobile Money,Campagne Facebook Ads,4.9
CMD-103048,2025-03-08,RCA,Bangui,Boutique physique,PME,Informatique,Clé USB 64GB,1,9057,15,7699,5779,1920,Virement bancaire,Black Friday,3.2
CMD-103049,2025-10-02,RCA,Berbérati,Revendeur,Grande entreprise,Informatique,HP EliteBook,15,419144,0,6287160,4338741,1948419,Mobile Money,Promo WhatsApp,4.2
CMD-103050,2026-04-05,Gabon,Libreville,Boutique physique,Particulier,Mode,Chaussures Nike,14,60125,5,799663,457848,341815,Espèces,Promo rentrée,3.0
CMD-103051,2024-01-19,Cameroun,Yaoundé,Instagram,Particulier,Téléphones,Redmi Note 13,1,126057,0,126057,95250,30807,Virement bancaire,Campagne Facebook Ads,4.8
CMD-103052,2023-06-13,Guinée équatoriale,Malabo,Revendeur,Grande entreprise,Électroménager,Réfrigérateur LG,15,396128,10,5347728,3505969,1841759,Espèces,Black Friday,3.5
CMD-103053,2025-07-16,Gabon,Libreville,Facebook,Particulier,Mode,Montre connectée,13,47768,10,558886,430281,128605,Mobile Money,Promo rentrée,4.0
CMD-103054,2023-01-29,RCA,Bangui,WhatsApp Business,PME,Informatique,HP EliteBook,5,421624,0,2108120,1305969,802151,Carte bancaire,Black Friday,4.3
CMD-103055,2024-10-21,RCA,Berbérati,Revendeur,Grande entreprise,Téléphones,iPhone 13,10,515867,10,4642803,3436836,1205967,Espèces,Promo WhatsApp,4.5
CMD-103056,2025-10-28,Gabon,Franceville,WhatsApp Business,Particulier,Mode,Montre connectée,4,53944,5,204988,151614,53374,Espèces,Fête de fin d'année,3.3
CMD-103057,2024-03-03,RDC,Matadi,Instagram,Particulier,Alimentation,Lait en poudre,11,7183,15,67162,46634,20528,Virement bancaire,Fête de fin d'année,3.8
CMD-103058,2026-01-01,RCA,Bangui,Boutique physique,PME,Téléphones,iPhone 13,10,496394,0,4963940,3708242,1255698,Carte bancaire,Aucune campagne,3.2
CMD-103059,2026-02-03,Congo,Brazzaville,Site web,Grande entreprise,Informatique,Clé USB 64GB,12,8157,0,97884,67862,30022,Virement bancaire,Promo WhatsApp,4.3
CMD-103060,2025-03-15,RCA,Bangui,Instagram,PME,Alimentation,Lait en poudre,4,6430,15,21862,14786,7076,Mobile Money,Campagne Facebook Ads,3.0
CMD-103061,2023-10-08,Cameroun,Douala,Revendeur,PME,Téléphones,Samsung Galaxy A15,9,92410,5,790106,469799,320307,Mobile Money,Aucune campagne,3.8
CMD-103062,2024-04-24,Congo,Brazzaville,Facebook,Particulier,Informatique,Imprimante Canon,10,116801,10,1051209,677231,373978,Espèces,Black Friday,3.6
CMD-103063,2024-11-08,Guinée équatoriale,Bata,Instagram,Grande entreprise,Électroménager,Ventilateur Binatone,13,28372,15,313511,252441,61070,Virement bancaire,Soldes Ramadan,3.1
CMD-103064,2024-12-23,Gabon,Port-Gentil,Revendeur,Particulier,Mode,Sac à main,8,35803,0,286424,200850,85574,Espèces,Promo rentrée,4.5
CMD-103065,2023-04-16,Cameroun,Yaoundé,Instagram,PME,Informatique,Imprimante Canon,7,121738,10,766950,596947,170003,Carte bancaire,Campagne Facebook Ads,3.2
CMD-103066,2025-05-26,Cameroun,Bafoussam,WhatsApp Business,Particulier,Alimentation,Huile 5L,10,9200,15,78200,59073,19127,Virement bancaire,Promo WhatsApp,3.7
CMD-103067,2024-11-26,Gabon,Franceville,Instagram,Particulier,Alimentation,Riz 25kg,3,21961,0,65883,48060,17823,Mobile Money,Aucune campagne,3.5
CMD-103068,2024-10-17,Gabon,Libreville,Facebook,Particulier,Informatique,HP EliteBook,3,368872,5,1051286,738362,312924,Espèces,Promo rentrée,3.9
CMD-103069,2024-08-05,RCA,Bangui,Facebook,Particulier,Alimentation,Lait en poudre,7,6996,0,48972,29063,19909,Virement bancaire,Soldes Ramadan,3.8
CMD-103070,2024-05-18,Cameroun,Douala,Instagram,Particulier,Informatique,HP EliteBook,9,375645,0,3380805,2222627,1158178,Mobile Money,Aucune campagne,3.4
CMD-103071,2025-02-22,Tchad,Moundou,Site web,Particulier,Alimentation,Lait en poudre,4,6579,10,23685,14175,9510,Carte bancaire,Soldes Ramadan,4.8
CMD-103072,2025-02-26,Tchad,N'Djamena,WhatsApp Business,Particulier,Informatique,HP EliteBook,12,432672,0,5192064,3529876,1662188,Carte bancaire,Promo rentrée,3.1
CMD-103073,2025-05-30,Tchad,Moundou,WhatsApp Business,Grande entreprise,Informatique,Imprimante Canon,2,123874,0,247748,152971,94777,Mobile Money,Soldes Ramadan,3.1
CMD-103074,2023-11-21,Tchad,N'Djamena,Boutique physique,Particulier,Téléphones,Tecno Spark 20,8,95850,10,690120,388562,301558,Carte bancaire,Promo WhatsApp,4.4
CMD-103075,2024-12-01,RDC,Matadi,Instagram,PME,Mode,Montre connectée,13,48765,0,633945,494726,139219,Espèces,Fête de fin d'année,4.5
CMD-103076,2024-11-08,Gabon,Port-Gentil,Revendeur,PME,Informatique,HP EliteBook,4,365768,10,1316765,763622,553143,Carte bancaire,Fête de fin d'année,4.6
CMD-103077,2025-01-30,Guinée équatoriale,Malabo,Boutique physique,Grande entreprise,Téléphones,Samsung Galaxy A15,3,94568,0,283704,200020,83684,Carte bancaire,Black Friday,3.4
CMD-103078,2024-09-29,RCA,Bangui,Site web,PME,Électroménager,Réfrigérateur LG,4,416348,15,1415584,1154433,261151,Espèces,Soldes Ramadan,4.9
CMD-103079,2025-05-15,Guinée équatoriale,Malabo,Instagram,PME,Mode,Chaussures Nike,3,54677,0,164031,109356,54675,Mobile Money,Fête de fin d'année,3.0
CMD-103080,2025-05-10,RCA,Bangui,Site web,Particulier,Informatique,Imprimante Canon,14,123211,5,1638707,970836,667871,Espèces,Soldes Ramadan,4.9
CMD-103081,2025-06-13,Cameroun,Bafoussam,Instagram,Particulier,Alimentation,Lait en poudre,4,5938,10,21377,13384,7993,Espèces,Black Friday,4.1
CMD-103082,2024-02-27,RCA,Bangui,Boutique physique,Particulier,Électroménager,Mixeur Moulinex,12,38479,0,461748,317200,144548,Espèces,Aucune campagne,3.9
CMD-103083,2024-09-06,Cameroun,Garoua,Facebook,Particulier,Alimentation,Riz 25kg,10,25619,15,217762,154427,63335,Virement bancaire,Soldes Ramadan,4.7
CMD-103084,2025-03-17,RCA,Berbérati,Facebook,PME,Alimentation,Riz 25kg,12,25841,10,279083,174315,104768,Virement bancaire,Fête de fin d'année,4.3
CMD-103085,2025-01-28,Guinée équatoriale,Bata,WhatsApp Business,Grande entreprise,Électroménager,Mixeur Moulinex,14,36611,0,512554,317585,194969,Virement bancaire,Promo WhatsApp,3.3
CMD-103086,2025-08-20,Tchad,Moundou,Site web,Grande entreprise,Informatique,Imprimante Canon,8,134717,0,1077736,738862,338874,Espèces,Campagne Facebook Ads,4.5
CMD-103087,2024-04-12,Congo,Pointe-Noire,WhatsApp Business,Grande entreprise,Informatique,Clé USB 64GB,8,10212,15,69442,55692,13750,Espèces,Promo rentrée,3.8
CMD-103088,2025-08-03,RCA,Bangui,Revendeur,Particulier,Alimentation,Riz 25kg,1,26384,0,26384,19255,7129,Virement bancaire,Black Friday,4.0
CMD-103089,2024-09-02,Gabon,Franceville,Instagram,Grande entreprise,Mode,Chaussures Nike,11,52912,5,552931,318704,234227,Carte bancaire,Campagne Facebook Ads,3.0
CMD-103090,2024-08-14,RCA,Bangui,Revendeur,Grande entreprise,Mode,Chemise homme,6,18366,0,110196,75121,35075,Carte bancaire,Campagne Facebook Ads,4.3
CMD-103091,2025-05-16,Cameroun,Bafoussam,Instagram,Grande entreprise,Mode,Chemise homme,15,16606,0,249090,182736,66354,Mobile Money,Fête de fin d'année,4.8
CMD-103092,2023-06-15,Gabon,Franceville,Instagram,Grande entreprise,Mode,Chaussures Nike,12,53970,5,615258,450911,164347,Espèces,Promo rentrée,4.7
CMD-103093,2026-03-10,Tchad,N'Djamena,Facebook,Particulier,Mode,Sac à main,7,30807,15,183302,101516,81786,Virement bancaire,Promo rentrée,4.8
CMD-103094,2024-06-18,Guinée équatoriale,Malabo,Boutique physique,Grande entreprise,Électroménager,Mixeur Moulinex,10,34424,0,344240,206746,137494,Carte bancaire,Fête de fin d'année,4.8
CMD-103095,2026-03-08,RDC,Matadi,Revendeur,PME,Téléphones,Tecno Spark 20,2,96661,15,164324,121835,42489,Virement bancaire,Aucune campagne,3.9
CMD-103096,2025-04-16,RDC,Goma,Boutique physique,Grande entreprise,Alimentation,Lait en poudre,10,7074,10,63666,45802,17864,Virement bancaire,Black Friday,4.5
CMD-103097,2026-03-14,Congo,Dolisie,WhatsApp Business,Particulier,Électroménager,Ventilateur Binatone,11,25556,15,238949,144639,94310,Espèces,Campagne Facebook Ads,4.8
CMD-103098,2023-10-02,Tchad,Sarh,Instagram,Grande entreprise,Téléphones,Redmi Note 13,5,130660,0,653300,525350,127950,Mobile Money,Promo rentrée,4.0
CMD-103099,2025-05-20,RDC,Matadi,Revendeur,Grande entreprise,Électroménager,Réfrigérateur LG,13,441623,10,5166990,3993482,1173508,Mobile Money,Campagne Facebook Ads,3.5
CMD-103100,2023-12-22,Tchad,Moundou,Instagram,Particulier,Informatique,Dell Latitude,13,418772,5,5171835,3945031,1226804,Espèces,Promo WhatsApp,3.4
CMD-103101,2023-12-07,RDC,Lubumbashi,Site web,PME,Informatique,Clé USB 64GB,8,8940,10,64368,48113,16255,Mobile Money,Promo rentrée,4.5
CMD-103102,2023-02-07,Guinée équatoriale,Bata,WhatsApp Business,PME,Téléphones,Samsung Galaxy A15,4,105809,0,423236,286348,136888,Carte bancaire,Soldes Ramadan,3.4
CMD-103103,2024-04-14,RDC,Goma,Instagram,Particulier,Mode,Sac à main,12,35150,0,421800,309832,111968,Mobile Money,Aucune campagne,4.6
CMD-103104,2025-05-29,Tchad,Sarh,Revendeur,Grande entreprise,Électroménager,Réfrigérateur LG,4,465654,10,1676355,923491,752864,Espèces,Aucune campagne,4.7
CMD-103105,2023-05-12,RCA,Berbérati,Boutique physique,Grande entreprise,Électroménager,Réfrigérateur LG,9,413158,15,3160659,2564238,596421,Carte bancaire,Aucune campagne,4.4
CMD-103106,2025-05-18,Guinée équatoriale,Malabo,WhatsApp Business,PME,Mode,Montre connectée,13,50434,0,655642,473463,182179,Espèces,Promo WhatsApp,3.8
CMD-103107,2024-07-27,Cameroun,Douala,WhatsApp Business,Particulier,Électroménager,Mixeur Moulinex,7,39826,0,278782,197101,81681,Virement bancaire,Aucune campagne,3.7
CMD-103108,2024-12-07,Congo,Brazzaville,WhatsApp Business,Grande entreprise,Alimentation,Boisson gazeuse,1,3878,5,3685,2386,1299,Mobile Money,Soldes Ramadan,4.3
CMD-103109,2024-11-06,Cameroun,Yaoundé,Boutique physique,Grande entreprise,Informatique,Imprimante Canon,3,133362,5,380082,306829,73253,Espèces,Promo rentrée,3.8
CMD-103110,2023-05-18,Guinée équatoriale,Malabo,Instagram,PME,Téléphones,iPhone 13,7,533172,10,3358984,1903296,1455688,Carte bancaire,Fête de fin d'année,3.3
CMD-103111,2025-10-31,Guinée équatoriale,Bata,Site web,Particulier,Alimentation,Riz 25kg,9,23733,15,181558,129239,52319,Mobile Money,Soldes Ramadan,3.5
CMD-103112,2026-03-22,Congo,Dolisie,Instagram,Grande entreprise,Téléphones,iPhone 13,10,528684,5,5022498,3323322,1699176,Mobile Money,Promo WhatsApp,3.2
CMD-103113,2023-12-08,Guinée équatoriale,Bata,Revendeur,PME,Mode,Montre connectée,14,47356,10,596686,473530,123156,Mobile Money,Campagne Facebook Ads,4.9
CMD-103114,2023-09-26,Tchad,Sarh,Site web,PME,Informatique,Imprimante Canon,12,135868,15,1385854,1067029,318825,Espèces,Black Friday,4.1
CMD-103115,2023-06-07,RCA,Berbérati,WhatsApp Business,Grande entreprise,Informatique,Clé USB 64GB,8,9975,5,75810,59369,16441,Virement bancaire,Fête de fin d'année,4.4
CMD-103116,2024-12-10,RCA,Berbérati,Revendeur,PME,Téléphones,Samsung Galaxy A15,12,106751,0,1281012,945782,335230,Carte bancaire,Black Friday,4.4
CMD-103117,2024-08-06,Cameroun,Garoua,Revendeur,PME,Alimentation,Huile 5L,7,10466,0,73262,51750,21512,Mobile Money,Promo WhatsApp,3.2
CMD-103118,2025-10-06,RDC,Kinshasa,Instagram,Particulier,Alimentation,Boisson gazeuse,11,3351,0,36861,27294,9567,Mobile Money,Soldes Ramadan,4.1
CMD-103119,2023-11-20,Cameroun,Douala,Site web,Grande entreprise,Électroménager,Mixeur Moulinex,9,39723,0,357507,287702,69805,Virement bancaire,Promo WhatsApp,3.0
CMD-103120,2025-06-27,Guinée équatoriale,Bata,Facebook,Grande entreprise,Mode,Sac à main,8,30111,0,240888,145453,95435,Carte bancaire,Promo WhatsApp,3.4
CMD-103121,2023-01-06,Gabon,Port-Gentil,Revendeur,PME,Mode,Chaussures Nike,8,58308,10,419818,302189,117629,Virement bancaire,Campagne Facebook Ads,3.7
CMD-103122,2025-07-11,Gabon,Libreville,WhatsApp Business,Particulier,Alimentation,Lait en poudre,8,6627,0,53016,32889,20127,Virement bancaire,Fête de fin d'année,3.4
CMD-103123,2025-10-11,RCA,Bangui,WhatsApp Business,Grande entreprise,Alimentation,Boisson gazeuse,5,4014,10,18063,13123,4940,Mobile Money,Campagne Facebook Ads,4.5
CMD-103124,2023-07-13,Gabon,Franceville,Site web,Particulier,Alimentation,Lait en poudre,9,6052,0,54468,34818,19650,Virement bancaire,Campagne Facebook Ads,3.3
CMD-103125,2026-02-28,RDC,Lubumbashi,Boutique physique,PME,Informatique,Imprimante Canon,8,131320,0,1050560,772512,278048,Mobile Money,Campagne Facebook Ads,3.7
CMD-103126,2023-01-27,Congo,Dolisie,Boutique physique,Grande entreprise,Mode,Chaussures Nike,14,53837,5,716033,542404,173629,Mobile Money,Promo rentrée,3.1
CMD-103127,2024-09-24,RDC,Lubumbashi,Facebook,Particulier,Alimentation,Boisson gazeuse,5,3493,15,14846,9094,5752,Virement bancaire,Campagne Facebook Ads,4.5
CMD-103128,2026-03-22,Tchad,N'Djamena,Site web,PME,Alimentation,Riz 25kg,9,25226,0,227034,137782,89252,Virement bancaire,Promo rentrée,4.1
CMD-103129,2026-01-14,Tchad,N'Djamena,Revendeur,Grande entreprise,Électroménager,Réfrigérateur LG,4,478700,0,1914800,1205029,709771,Carte bancaire,Fête de fin d'année,4.3
CMD-103130,2024-12-24,RCA,Bangui,Revendeur,Particulier,Téléphones,Samsung Galaxy A15,15,99344,0,1490160,898575,591585,Espèces,Black Friday,4.2
CMD-103131,2026-04-22,RCA,Berbérati,Revendeur,Particulier,Téléphones,Tecno Spark 20,6,88500,10,477900,343471,134429,Carte bancaire,Black Friday,3.1
CMD-103132,2025-03-04,Tchad,Sarh,Revendeur,Grande entreprise,Mode,Montre connectée,8,47870,5,363812,203659,160153,Espèces,Campagne Facebook Ads,4.7
CMD-103133,2025-08-21,Congo,Brazzaville,Site web,PME,Informatique,HP EliteBook,11,362182,10,3585602,2764099,821503,Espèces,Fête de fin d'année,4.1
CMD-103134,2026-03-10,RCA,Bangui,Revendeur,Grande entreprise,Téléphones,Samsung Galaxy A15,9,90168,0,811512,481625,329887,Virement bancaire,Soldes Ramadan,4.3
CMD-103135,2024-12-14,Congo,Brazzaville,Site web,Particulier,Mode,Montre connectée,4,49317,0,197268,133633,63635,Espèces,Promo rentrée,4.9
CMD-103136,2025-06-15,Cameroun,Yaoundé,Instagram,PME,Téléphones,Samsung Galaxy A15,14,96660,5,1285578,726672,558906,Virement bancaire,Promo rentrée,4.7
CMD-103137,2023-11-16,Tchad,N'Djamena,Instagram,PME,Alimentation,Huile 5L,13,8629,0,112177,63486,48691,Virement bancaire,Fête de fin d'année,4.1
CMD-103138,2023-01-27,Congo,Dolisie,Instagram,Grande entreprise,Alimentation,Huile 5L,4,10163,0,40652,24654,15998,Virement bancaire,Promo rentrée,3.8
CMD-103139,2025-02-13,Tchad,Sarh,Instagram,Particulier,Électroménager,Télévision Hisense 43,13,241333,15,2666730,2135464,531266,Carte bancaire,Promo WhatsApp,3.6
CMD-103140,2024-09-25,Gabon,Franceville,Instagram,PME,Mode,Montre connectée,5,51576,0,257880,190182,67698,Carte bancaire,Fête de fin d'année,3.6
CMD-103141,2026-03-20,RDC,Goma,Revendeur,Particulier,Informatique,Dell Latitude,14,411929,15,4901956,3250979,1650977,Espèces,Promo rentrée,4.9
CMD-103142,2026-01-17,Guinée équatoriale,Malabo,Boutique physique,PME,Téléphones,iPhone 13,12,524261,0,6291132,4797513,1493619,Virement bancaire,Promo WhatsApp,4.7
CMD-103143,2025-12-25,Gabon,Franceville,Site web,Grande entreprise,Mode,Montre connectée,1,50988,0,50988,37143,13845,Carte bancaire,Aucune campagne,3.0
CMD-103144,2025-09-20,RCA,Bangui,Instagram,Particulier,Téléphones,Tecno Spark 20,5,85720,15,364310,206324,157986,Carte bancaire,Soldes Ramadan,3.6
CMD-103145,2026-03-29,Gabon,Franceville,Facebook,Grande entreprise,Informatique,Clé USB 64GB,4,9648,0,38592,29326,9266,Espèces,Black Friday,3.3
CMD-103146,2025-12-22,Gabon,Port-Gentil,Revendeur,Particulier,Mode,Chaussures Nike,6,50560,0,303360,226023,77337,Virement bancaire,Black Friday,4.9
